Plant Name,Plant Code,State,Sector Name,Prime Movers,Fuel Types
Ludlow Site 72 - Conti,62097,MA,Electric utility,PV,SUN
Luning Energy,61084,NV,Electric utility non-cogen,PV,SUN
"Lux Solar, LLC",61284,NC,Electric utility non-cogen,PV,SUN
Lyra Community Solar,61182,MN,Electric utility non-cogen,PV,SUN
M. G. Emmett J. Bean Federal Center,58178,IN,Electric utility non-cogen,PV,SUN
MA Solar Storage 1 Hybrid,61730,MA,Electric utility non-cogen,PV,SUN
MC1 Solar,60395,NC,Electric utility non-cogen,PV,SUN
MCCo Solar Generating Facility,59324,OH,Electric utility non-cogen,PV,SUN
MCRD Parris Island PV Hybrid,61956,SC,Electric utility non-cogen,PV,SUN
MDFA Devens-Saratoga,61350,MA,Electric utility non-cogen,PV,SUN
MEBA,60496,MD,Electric utility non-cogen,PV,SUN
MF Mesa Lane LLC,56993,PA,Electric utility non-cogen,PV,SUN
MHG Wallingford,62728,VT,Electric utility non-cogen,PV,SUN
MILL SOLAR 1,61160,NC,Electric utility non-cogen,PV,SUN
MNCPPC Germantown Solar,62910,MD,Electric utility non-cogen,PV,SUN
MSC-Chisago01 LLC CSG,62536,MN,Electric utility non-cogen,PV,SUN
MSC-Chisago02 LLC,62538,MN,Electric utility non-cogen,PV,SUN
"MSC-Empire01, LLC",62740,MN,Electric utility non-cogen,PV,SUN
MSC-GreyCloud01 Community Solar,62143,MN,Electric utility non-cogen,PV,SUN
MSC-Rice01 LLC CSG,62537,MN,Electric utility non-cogen,PV,SUN
MSC-Scandia01 CSG,62144,MN,Electric utility non-cogen,PV,SUN
MSC-Scott01 LLC,62535,MN,Electric utility non-cogen,PV,SUN
Ma,58451,CA,Electric utility non-cogen,PV,SUN
Macedon,63407,NY,Electric utility non-cogen,PV,SUN
Macho Springs,59010,NM,Electric utility non-cogen,PV,SUN
Maclay Solar Project,57308,CA,Electric utility,PV,SUN
Macon Solar Power Project,59729,MO,Electric utility non-cogen,PV,SUN
Macy's MD Joppa Solar Project,62323,MD,Commercial non-cogen,PV,SUN
Macys Goodyear,57673,AZ,Electric utility non-cogen,PV,SUN
"Madelyn Solar, LLC",59409,CA,Electric utility non-cogen,PV,SUN
Madera 1 PV,61421,CA,Electric utility non-cogen,PV,SUN
Madera Community Hospital,58522,CA,Electric utility non-cogen,PV,SUN
Madison County,61725,NY,Electric utility non-cogen,PV,SUN
"Magpie Solar, LLC",61337,MT,Electric utility non-cogen,PV,SUN
Main Street Solar Project,59682,VT,Electric utility non-cogen,PV,SUN
Malech Solar Farm,62688,CA,Electric utility non-cogen,PV,SUN
Malmedal Solar Garden,63453,MN,Electric utility non-cogen,PV,SUN
Malone Solar Site,62785,NY,Electric utility non-cogen,PV,SUN
Manalapan Village Solar,57661,NJ,Electric utility non-cogen,PV,SUN
Manatee Solar Energy Center,60014,FL,Electric utility,PV,SUN
Manchester Community College East,62639,CT,Electric utility non-cogen,PV,SUN
Manchester Community College North,62640,CT,Electric utility non-cogen,PV,SUN
Manheim New Jersey,63229,NJ,Commercial non-cogen,PV,SUN
Manning PV 1,59520,NC,Electric utility non-cogen,PV,SUN
Manteca Land PV,61115,CA,Electric utility non-cogen,PV,SUN
Manway Solar Farm,59575,NC,Electric utility non-cogen,PV,SUN
Manzano Solar,58521,NM,Electric utility,PV,SUN
Maple Solar,57750,NJ,Electric utility non-cogen,PV,SUN
Mapleton Community Solar,60941,MN,Electric utility non-cogen,PV,SUN
Mariani Packing Vacaville Solar,57005,CA,Electric utility non-cogen,PV,SUN
"Maricopa West Solar PV, LLC",59607,CA,Electric utility non-cogen,PV,SUN
Marietta,61616,OK,Electric utility,PV,SUN
Marin Clean Energy Solar One,61013,CA,Electric utility non-cogen,PV,SUN
Marine Corps Logistics Base Solar,59876,GA,Electric utility,PV,SUN
Marion Solar LNG,59180,IN,Electric utility non-cogen,PV,SUN
Mariposa Solar Center LLC,59162,NC,Electric utility non-cogen,PV,SUN
Market Farm,59105,NC,Electric utility non-cogen,PV,SUN
Marlboro Mushrooms Solar Field,59327,PA,Industrial non-cogen,PV,SUN
Marlin Solar,61513,TX,Electric utility non-cogen,PV,SUN
Marmas Solar CSG,61139,MN,Electric utility non-cogen,PV,SUN
Mars Solar,63027,TX,Electric utility non-cogen,PV,SUN
Marshall Solar Energy Project,59875,MN,Electric utility non-cogen,PV,SUN
Marshall Solar Farm (MO),60707,MO,Electric utility non-cogen,PV,SUN
Marshfield PV,58410,MA,Electric utility non-cogen,PV,SUN
Marshville Farm,58335,NC,Electric utility non-cogen,PV,SUN
Martin,6043,FL,Electric utility,"CA,CT","NG,DFO,SUN"
Martin Creek Farm LLC,59124,NC,Electric utility non-cogen,PV,SUN
Martin Limestone Solar Array,58443,PA,Electric utility non-cogen,PV,SUN
Martin Solar Center,61458,VA,Electric utility non-cogen,PV,SUN
"Martins Creek Solar NC, LLC",57461,NC,Electric utility non-cogen,PV,SUN
Maryland Solar,58408,MD,Electric utility non-cogen,PV,SUN
Mashpee Landfill Solar,59980,MA,Electric utility non-cogen,PV,SUN
Mass Midstate Solar 1,58279,MA,Electric utility non-cogen,PV,SUN
Mass Midstate Solar 2,58276,MA,Electric utility non-cogen,PV,SUN
Mass Midstate Solar 3,58275,MA,Electric utility non-cogen,PV,SUN
Masser Farms Realty Solar,57494,PA,Electric utility non-cogen,PV,SUN
Matrix Buildings A&B (Perth Amboy) Solar,57384,NJ,Electric utility,PV,SUN
Matrix Stults Road Solar Facility,57588,NJ,Electric utility,PV,SUN
Mattas Farms,62303,NY,Electric utility non-cogen,PV,SUN
"Maxton Solar, LLC",60416,NC,Electric utility non-cogen,PV,SUN
Mayberry Solar LLC,57321,NC,Electric utility non-cogen,PV,SUN
Maynard PV,58412,MA,Electric utility non-cogen,PV,SUN
Maywood Photovoltaic Project,58770,IN,Electric utility non-cogen,PV,SUN
McCallum Farm,58350,NC,Electric utility non-cogen,PV,SUN
McCleskey Cotton,62878,GA,Electric utility non-cogen,PV,SUN
McCormick & Co. Inc. at Belcamp,57646,MD,Electric utility non-cogen,PV,SUN
McCoy Solar Energy Project,58462,CA,Electric utility non-cogen,PV,SUN
McCullough Road Solar Farm,62638,NJ,Electric utility non-cogen,PV,SUN
"McDonald Solar Farm, LLC",60238,IN,Electric utility non-cogen,PV,SUN
"McGoogan Farm, LLC",60779,NC,Electric utility non-cogen,PV,SUN
McGraw Hill Solar,57662,NJ,Electric utility non-cogen,PV,SUN
McGrigor Farm Solar,60440,NC,Electric utility non-cogen,PV,SUN
McKee City Solar Phase 2,57863,NJ,Electric utility non-cogen,PV,SUN
McKenzie Farm,58853,NC,Electric utility non-cogen,PV,SUN
McLeod Community Solar One LLC CSG,63119,MN,Electric utility non-cogen,PV,SUN
Meadow Lake Solar Energy Center,59618,NM,Electric utility,PV,SUN
Meadow Solar,60756,MA,Electric utility non-cogen,PV,SUN
Meadowbrook Solar Farm,59936,NC,Electric utility non-cogen,PV,SUN
Meadows PV 1,59513,NC,Electric utility non-cogen,PV,SUN
Medford DPC Solar,60894,WI,Electric utility non-cogen,PV,SUN
Medford WWTP,59277,NJ,Electric utility non-cogen,PV,SUN
Medline Ind. Phase 2 Tracy,63361,CA,Electric utility non-cogen,PV,SUN
Meeker Community Solar One LLC CSG,63118,MN,Electric utility non-cogen,PV,SUN
"Meeks Solar, LLC",63267,NC,Electric utility non-cogen,PV,SUN
Melinda Solar,59502,NC,Electric utility non-cogen,PV,SUN
Merced 1 PV,61420,CA,Electric utility non-cogen,PV,SUN
Merced Solar LLC,59265,CA,Electric utility non-cogen,PV,SUN
Mercer County Community College,58882,NJ,Commercial non-cogen,PV,SUN
Mercer Mall,58070,NJ,Electric utility non-cogen,PV,SUN
Merck,59905,VA,Electric utility,PV,SUN
Merck - Upper Gwynedd Solar Array,61198,PA,Commercial non-cogen,PV,SUN
Merck Rahway Power Plant,10224,NJ,Industrial cogen,"PV,ST","NG,SUN"
Mereand CSG,63058,NY,Electric utility non-cogen,PV,SUN
Meridian II,62164,MS,Electric utility non-cogen,PV,SUN
Meridian III,62163,MS,Electric utility non-cogen,PV,SUN
Meridian Vineyards,57982,CA,Electric utility non-cogen,PV,SUN
Meriwether Farm,60579,NC,Electric utility non-cogen,PV,SUN
Merrimac Solar,58561,MA,Electric utility non-cogen,PV,SUN
Mesa CSG 1 Murdock,62719,CO,Electric utility non-cogen,PV,SUN
Mesa CSG 2 Massicotte,62718,CO,Electric utility non-cogen,PV,SUN
Mesa PV1,59199,CO,Electric utility non-cogen,PV,SUN
Mesquite Solar 1,57707,AZ,Electric utility non-cogen,PV,SUN
"Mesquite Solar 2, LLC",60307,AZ,Electric utility non-cogen,PV,SUN
"Mesquite Solar 3, LLC",60308,AZ,Electric utility non-cogen,PV,SUN
Methuen Landfill,59136,MA,Electric utility non-cogen,PV,SUN
Metro Support Services Center Solar,57313,CA,Commercial non-cogen,PV,SUN
Miami Dade Solar Energy Center,61766,FL,Electric utility,PV,SUN
Michael Solar,60971,MN,Electric utility non-cogen,PV,SUN
Middle Daisy,61681,NM,Electric utility non-cogen,PV,SUN
Middlebury Solar,60047,IN,Electric utility non-cogen,PV,SUN
Middlesex Apple Orchard Solar,58090,NJ,Commercial non-cogen,PV,SUN
Middleton Solar Park,63214,MA,Electric utility non-cogen,PV,SUN
Midway Solar - TX,61368,TX,Electric utility non-cogen,PV,SUN
Midway Solar Farm 1,60336,CA,Electric utility non-cogen,PV,SUN
Midway Solar Farm II,60237,CA,Electric utility non-cogen,PV,SUN
Midway Solar Farm III,60315,CA,Electric utility non-cogen,PV,SUN
Midwest Energy Community Solar Array,59632,KS,Electric utility non-cogen,PV,SUN
Mile Farm,58336,NC,Electric utility non-cogen,PV,SUN
Milford 2,59958,UT,Electric utility non-cogen,PV,SUN
Milford Flat Solar Plant,58601,UT,Electric utility non-cogen,PV,SUN
Milford Solar Farm,58228,DE,Electric utility non-cogen,PV,SUN
Milford Solar Farm (NJ) LLC,62637,NJ,Electric utility non-cogen,PV,SUN
Milhurst Solar,62904,NJ,Electric utility non-cogen,PV,SUN
Mill Creek Solar,57728,NJ,Electric utility,PV,SUN
Mill Creek Solar (OR),61338,OR,Electric utility non-cogen,PV,SUN
"Mill Pond Solar Farm, LLC",61196,NC,Electric utility non-cogen,PV,SUN
"Mill Pond Solar, LLC",62328,NC,Electric utility non-cogen,PV,SUN
Millbrook School,59789,NY,Electric utility non-cogen,PV,SUN
Millbury Solar,58280,MA,Electric utility non-cogen,PV,SUN
MillerCoors Irwindale Brewery,58056,CA,Industrial non-cogen,"IC,PV","OBG,SUN"
Millikan Farm,59576,NC,Electric utility non-cogen,PV,SUN
Millington Solar Farm,60560,TN,Electric utility non-cogen,PV,SUN
Mills Anson Farm,61093,NC,Electric utility non-cogen,PV,SUN
Millville City Sewer Auth WTP,58822,NJ,Commercial non-cogen,PV,SUN
Milo Solar,58739,NC,Electric utility non-cogen,PV,SUN
Minisink Community Solar 2 LLC,62146,NY,Electric utility non-cogen,PV,SUN
Minisink Solar 1 LLC,62145,NY,Electric utility non-cogen,PV,SUN
Minnie Solar,58740,NC,Electric utility non-cogen,PV,SUN
Mira Loma,58698,CA,Commercial non-cogen,PV,SUN
Misae Solar,62249,TX,Electric utility non-cogen,PV,SUN
Misenheimer Farm,59577,NC,Electric utility non-cogen,PV,SUN
Mission Solar LLC,59267,CA,Electric utility non-cogen,PV,SUN
"Mitchell Solar, LLC",59411,CA,Electric utility non-cogen,PV,SUN
Moapa Southern Paiute,57859,NV,Electric utility non-cogen,PV,SUN
Mocksville Farm,58313,NC,Electric utility non-cogen,PV,SUN
Mocksville Solar,59570,NC,Electric utility,PV,SUN
Modlin Solar Farm,60417,NC,Electric utility non-cogen,PV,SUN
Moffett Solar Project,60658,SC,Electric utility non-cogen,PV,SUN
Mohave Electric at Fort Mohave,59819,AZ,Electric utility non-cogen,PV,SUN
Mohonasen Central School District,63511,NY,Electric utility non-cogen,PV,SUN
Mojave Solar Project,57331,CA,Electric utility non-cogen,ST,SUN
Moncure Farm LLC,59123,NC,Electric utility non-cogen,PV,SUN
Monroe County Sites A & B,61509,NY,Electric utility non-cogen,PV,SUN
"Monroe County Sites C, D, & E",61510,NY,Electric utility non-cogen,PV,SUN
Monroe Moore Farm,59578,NC,Electric utility non-cogen,PV,SUN
Monroe Solar Facility,60383,NC,Electric utility,PV,SUN
Monroeville Solar,63181,OH,Electric utility non-cogen,PV,SUN
Monson Solar,59464,MA,Electric utility non-cogen,PV,SUN
"Monson Solar, LLC",62203,MA,Electric utility non-cogen,PV,SUN
MontSun Community Solar,61586,MN,Electric utility non-cogen,PV,SUN
Montague Site 36-Grosolar,62092,MA,Electric utility,PV,SUN
Montana Solar Facility,60300,TX,Electric utility,PV,SUN
Monterey Regional Water Pollution Control Agency,58633,CA,Electric utility non-cogen,PV,SUN
"Montevideo Solar LLC, CSG",61870,MN,Electric utility non-cogen,PV,SUN
Montgomery County Correctional Facility,60820,MD,Electric utility non-cogen,PV,SUN
Montgomery County Solar,61608,MD,Commercial non-cogen,PV,SUN
Montgomery Solar LLC,58649,NC,Electric utility non-cogen,PV,SUN
Montgomery Winsted CSG,61456,MN,Electric utility non-cogen,PV,SUN
Monticello Project CSG,62105,MN,Electric utility non-cogen,PV,SUN
Montrose Solar,60529,MN,Electric utility non-cogen,PV,SUN
Moonlight Packing - Phase 2,63514,CA,Electric utility non-cogen,PV,SUN
Moore Solar Farm,58337,NC,Electric utility non-cogen,PV,SUN
Moorings Farm,58338,NC,Electric utility non-cogen,PV,SUN
Moorings Farm 2,61405,NC,Electric utility non-cogen,PV,SUN
Morelos del Sol,60007,CA,Electric utility non-cogen,PV,SUN
Morgan Community Solar,60942,MN,Electric utility non-cogen,PV,SUN
"Morgan Farm, LLC",60133,NC,Electric utility non-cogen,PV,SUN
Morgan Lancaster 1,59942,CA,Electric utility non-cogen,PV,SUN
Morgan's Corner,60422,NC,Electric utility,PV,SUN
Morgantown Solar Park,57362,PA,Electric utility non-cogen,PV,SUN
Morin Solar 2013 LLC,60612,MA,Electric utility non-cogen,PV,SUN
Morning View,61881,NC,Electric utility non-cogen,PV,SUN
Mount Olive Farm,59107,NC,Electric utility non-cogen,PV,SUN
Mount Olive Solar,59908,NC,Electric utility non-cogen,PV,SUN
Mount Saint Mary's,57758,MD,Electric utility non-cogen,PV,SUN
Mount Signal Solar 2,61353,CA,Electric utility non-cogen,PV,SUN
Mount Signal Solar Farm V,61202,CA,Electric utility non-cogen,PV,SUN
Mount Vernon Solar,60585,GA,Electric utility,PV,SUN
Mountain View Solar,58544,NV,Electric utility non-cogen,PV,SUN
Mt Olive Farm 2,58345,NC,Electric utility non-cogen,PV,SUN
Mt Olive Solar 1,59645,NC,Electric utility non-cogen,PV,SUN
"Mt. Home Solar 1, LLC",59695,ID,Electric utility non-cogen,PV,SUN
Mt. Hope DPC Solar,60893,WI,Electric utility non-cogen,PV,SUN
Mt. Tom Solar Project Hybrid,60906,MA,Electric utility non-cogen,PV,SUN
Mtn. Solar 1,63276,CO,Electric utility non-cogen,PV,SUN
Mtn. Solar 2,63277,CO,Electric utility non-cogen,PV,SUN
Mtn. Solar 3 CSG,63379,CO,Electric utility non-cogen,PV,SUN
Mulberry Farm LLC,59184,TN,Electric utility non-cogen,PV,SUN
Munich Re Plaza,59844,NJ,Commercial non-cogen,PV,SUN
Munro Valley Solar,60412,CA,Electric utility non-cogen,PV,SUN
Murdock Solar,59509,NC,Electric utility non-cogen,PV,SUN
"Murphy Farm Power, LLC",57677,NC,Electric utility non-cogen,PV,SUN
Murphy Flat Solar,60009,ID,Electric utility non-cogen,PV,SUN
Murray Hill Solar,57471,NJ,Electric utility non-cogen,PV,SUN
Muscogee Public Works,62881,GA,Electric utility non-cogen,PV,SUN
Musgrave East Solar Farm,61003,NY,Electric utility non-cogen,PV,SUN
Musgrave West Solar Farm,61015,NY,Electric utility non-cogen,PV,SUN
Music City Community Solar,62468,TN,Electric utility,PV,SUN
Mustang,2953,OK,Electric utility,"GT,PV","NG,SUN"
Mustang Solar,61533,NC,Electric utility non-cogen,PV,SUN
NC 102 Project LLC,61610,NC,Electric utility non-cogen,PV,SUN
NEDC Solar Site,57270,MA,Electric utility,PV,SUN
NES Rutgers Solar,60857,NJ,Industrial non-cogen,PV,SUN
NFM Solar Power LLC,58210,MA,Electric utility non-cogen,PV,SUN
NHA at Mansfield NJ,60378,NJ,Electric utility non-cogen,PV,SUN
NIST Solar,62208,MD,Electric utility non-cogen,PV,SUN
NJ Oak Solar Plant,57948,NJ,Electric utility non-cogen,PV,SUN
NJMC Landfill,57724,NJ,Electric utility,PV,SUN
NVSS-II,62636,NV,Electric utility non-cogen,PV,SUN
Napoleon Solar I,57462,OH,Electric utility non-cogen,PV,SUN
Nash 58 Farm,58854,NC,Electric utility non-cogen,PV,SUN
Nash 64 Farm,58855,NC,Electric utility non-cogen,PV,SUN
"Nash 97 Solar, LLC",60408,NC,Electric utility non-cogen,PV,SUN
"Nashville Farms, LLC",60134,NC,Electric utility non-cogen,PV,SUN
Natick Mall,63290,MA,Commercial non-cogen,PV,SUN
National Raisin,61894,CA,Industrial non-cogen,PV,SUN
Nationals,62710,DC,Electric utility non-cogen,PV,SUN
Nautilus Goat Island Solar CSG LLC,62672,RI,Electric utility non-cogen,PV,SUN
Nautilus Lindstrom Solar CSG,62030,MN,Electric utility non-cogen,PV,SUN
Nautilus Saint Cloud Solar CSG,62031,MN,Electric utility non-cogen,PV,SUN
Nautilus Winsted Solar CSG,62032,MN,Electric utility non-cogen,PV,SUN
Navajo Solar Power Generation Station 1 LLC,58610,CA,Electric utility non-cogen,PV,SUN
Naval Air Weapons Station China Lake,57764,CA,Commercial non-cogen,PV,SUN
Nebraska Valley Solar Farm,61125,VT,Electric utility,PV,SUN
Neisler Street Solar,60072,NC,Electric utility non-cogen,PV,SUN
Nellis Air Force Base Solar Array,56568,NV,Commercial non-cogen,PV,SUN
Nellis Solar PV II,59919,NV,Electric utility,PV,SUN
Nesvold Watertown Solar,60958,MN,Electric utility non-cogen,PV,SUN
Neuse River Solar Farm,58524,NC,Electric utility non-cogen,PV,SUN
Nevada Solar One,56405,NV,Electric utility non-cogen,ST,"NG,SUN"
New Auburn DPC Solar,60936,WI,Electric utility non-cogen,PV,SUN
New Bedford (MA) Plymouth,59780,MA,Electric utility non-cogen,PV,SUN
New Bern Farm,58339,NC,Electric utility non-cogen,PV,SUN
New Castle Solar RES,59981,IN,Electric utility,PV,SUN
New Germany Community Solar Garden,61571,MN,Electric utility non-cogen,PV,SUN
New Haven Solar RES,59983,IN,Electric utility,PV,SUN
New Lisbon Solar,62848,WI,Electric utility non-cogen,PV,SUN
New Munich Solar,63402,MN,Electric utility non-cogen,PV,SUN
New Orleans Solar Power Plant,61647,LA,Electric utility,PV,SUN
"New Road Solar, LLC",61599,NJ,Electric utility non-cogen,PV,SUN
Newberry Solar 1 LLC,58226,CA,Electric utility non-cogen,PV,SUN
Newfield Community Solar LLC,62582,NY,Electric utility non-cogen,PV,SUN
Newman Solar,59407,TX,Electric utility non-cogen,PV,SUN
Newton Grove,59835,NC,Electric utility non-cogen,PV,SUN
Nexamp Peak CSG,60879,MA,Electric utility non-cogen,PV,SUN
Next Generation Solar Farm,61340,VT,Electric utility non-cogen,PV,SUN
NextEra Westside PV,60981,CA,Electric utility non-cogen,PV,SUN
Nextsun Energy Littleton,62842,MA,Electric utility non-cogen,PV,SUN
Niagara Bottling Stockton,63363,CA,Electric utility non-cogen,PV,SUN
Nick Solar,58741,NC,Electric utility non-cogen,PV,SUN
Nickel 1 Solar Facility,58034,CA,Electric utility non-cogen,PV,SUN
"Nickelson Solar, LLC",62205,NC,Electric utility non-cogen,PV,SUN
Nicolis Solar PV Plant,59600,CA,Electric utility non-cogen,PV,SUN
Nitro Solar,59501,NC,Electric utility non-cogen,PV,SUN
"Nixa Solar, LLC",60673,MO,Electric utility non-cogen,PV,SUN
Noland Wastewater Treatment Plant Hybrid,62682,AR,Commercial non-cogen,"BA,PV","MWH,SUN"
"NorWest Energy 2, LLC",60548,OR,Electric utility non-cogen,PV,SUN
NorWest Energy 9 LLC,62241,OR,Electric utility non-cogen,PV,SUN
Nordhoff Place,59652,CA,Electric utility non-cogen,PV,SUN
North 301 Solar,61778,NC,Electric utility non-cogen,PV,SUN
North Adams Landfill,60074,MA,Electric utility non-cogen,PV,SUN
North Bay Solar 1,58748,CA,Commercial non-cogen,PV,SUN
North Bergen Solar,60806,NJ,Electric utility non-cogen,PV,SUN
North Brookfield,58650,MA,Electric utility non-cogen,PV,SUN
North Carolina Solar Bethea I,58531,NC,Electric utility non-cogen,PV,SUN
North Carolina Solar III LLC,58880,NC,Electric utility non-cogen,PV,SUN
North County,58788,NY,Electric utility non-cogen,PV,SUN
North Gainesville Solar,61514,TX,Electric utility non-cogen,PV,SUN
North Jersey Media Group Solar Facility,58358,NJ,Commercial non-cogen,PV,SUN
North Lancaster Ranch,59962,CA,Electric utility non-cogen,PV,SUN
"North Nash Farm, LLC",60651,NC,Electric utility non-cogen,PV,SUN
North Ninth Street,960,IL,Electric utility,"IC,PV","DFO,SUN"
North Palm Springs 1A,57743,CA,Electric utility non-cogen,PV,SUN
North Palm Springs 4A,57722,CA,Electric utility non-cogen,PV,SUN
North Rosamond Solar LLC,59879,CA,Electric utility non-cogen,PV,SUN
North Run,59318,NJ,Electric utility non-cogen,PV,SUN
North Smithfield Solar Power 1,61461,RI,Electric utility non-cogen,PV,SUN
North Star Solar,58713,CA,Electric utility non-cogen,PV,SUN
North Star Solar Project,59852,MN,Electric utility non-cogen,PV,SUN
NorthPark Solar,62903,NJ,Electric utility non-cogen,PV,SUN
Northampton Landfill Solar PV,60908,MA,Electric utility non-cogen,PV,SUN
Northbridge Solar,58385,MA,Electric utility non-cogen,PV,SUN
Northern Cardinal Solar,60992,NC,Electric utility non-cogen,PV,SUN
Northern Preserve Solar,62645,FL,Electric utility,PV,SUN
Northfield Community Solar,60717,MN,Electric utility non-cogen,PV,SUN
Northfield Holdco CSG,61451,MN,Electric utility non-cogen,PV,SUN
Norton Landfill Solar,61597,MA,Electric utility non-cogen,PV,SUN
Novel - OYA of Mapleton CSG,61060,MN,Electric utility non-cogen,PV,SUN
Novel Brooten Solar CSG,62961,MN,Electric utility non-cogen,PV,SUN
Novel Historical Society Solar CSG,62963,MN,Electric utility non-cogen,PV,SUN
Novel Martin Solar One LLC (McLeod) CSG,62779,MN,Electric utility non-cogen,PV,SUN
Novel OYA of Osakis CSG,61059,MN,Electric utility non-cogen,PV,SUN
Novel Reber Solar CSG,62962,MN,Electric utility non-cogen,PV,SUN
Novel Solar One CSG LLC,62665,MN,Electric utility non-cogen,PV,SUN
Novel Solar Two LLC,62913,MN,Electric utility non-cogen,PV,SUN
Nunn,58448,CA,Electric utility non-cogen,PV,SUN
Nunnepog,59080,MA,Electric utility non-cogen,PV,SUN
O'Fallon Renewable Energy Center,61826,MO,Electric utility non-cogen,PV,SUN
O'Neill Creek Solar,63235,OR,Electric utility non-cogen,PV,SUN
O'Shea Solar Farm,60348,MI,Electric utility,PV,SUN
"OCI Alamo 2, LLC",58716,TX,Electric utility non-cogen,PV,SUN
OCI Alamo 3 LLC,59204,TX,Electric utility non-cogen,PV,SUN
"OCI Alamo 4, LLC",58717,TX,Electric utility non-cogen,PV,SUN
OCI Alamo 5 LLC,59205,TX,Electric utility non-cogen,PV,SUN
OCI Alamo 7 LLC,59207,TX,Electric utility non-cogen,PV,SUN
OCI Alamo Solar I Hybrid,58537,TX,Electric utility non-cogen,PV,SUN
OE_AZ1,63349,AZ,Electric utility non-cogen,PV,SUN
OE_GA3,63350,GA,Electric utility non-cogen,PV,SUN
"OR Solar 3, LLC",61201,OR,Electric utility non-cogen,PV,SUN
"OR Solar 5, LLC",61423,OR,Electric utility non-cogen,PV,SUN
"OR Solar 6, LLC",61430,OR,Electric utility non-cogen,PV,SUN
"OR Solar 8, LLC",61424,OR,Electric utility non-cogen,PV,SUN
"OSLH, LLC",60976,OR,Electric utility non-cogen,PV,SUN
Oak Hill Solar Array,61333,IN,Electric utility,PV,SUN
Oak Leaf Solar XXI (CSG),62243,CO,Electric utility non-cogen,PV,SUN
Oak Leaf Solar XXII LLC (CSG),62252,CO,Electric utility non-cogen,PV,SUN
Oak Leaf Solar XXIII LLC (CSG),62256,CO,Electric utility non-cogen,PV,SUN
Oak Leaf Solar XXIV LLC (CSG),62253,CO,Electric utility non-cogen,PV,SUN
Oak Leaf Solar XXV LLC (CSG),62245,CO,Electric utility non-cogen,PV,SUN
Oak Leaf Solar XXVI LLC,62254,CO,Electric utility non-cogen,PV,SUN
Oak Leaf Solar XXVII LLC,62224,CO,Electric utility non-cogen,PV,SUN
Oak Leaf Solar XXVIII LLC (CSG),62255,CO,Electric utility non-cogen,PV,SUN
Oak Leaf Solar XXX LLC (CSG),62239,CO,Electric utility non-cogen,PV,SUN
Oak Leaf Solar XXXI LLC (CSG),62244,CO,Electric utility non-cogen,PV,SUN
Oak Leaf Solar XXXII (CSG),62251,CO,Electric utility non-cogen,PV,SUN
Oakboro Farm,58851,NC,Electric utility non-cogen,PV,SUN
Oakley Solar Project,58376,CA,Electric utility non-cogen,PV,SUN
Oberlin Spear Point Solar One,58134,OH,Commercial non-cogen,PV,SUN
Occidental College Solar Project,57311,CA,Commercial non-cogen,PV,SUN
Oceana Solar,60584,VA,Electric utility,PV,SUN
Odyssey Solar,61324,SC,Electric utility non-cogen,PV,SUN
Ohio Northern University Solar Site,60913,OH,Electric utility non-cogen,PV,SUN
Oil Dri 2 Solar,62882,GA,Electric utility non-cogen,PV,SUN
Old Bridge Solar Farm,61600,NJ,Electric utility non-cogen,PV,SUN
Old Caroleen Solar Farm,61534,NC,Electric utility non-cogen,PV,SUN
Old Catawba PV 1,59519,NC,Electric utility non-cogen,PV,SUN
Old Court Rd Solar,63237,MD,Electric utility non-cogen,PV,SUN
Old Midville Solar,60741,GA,Electric utility non-cogen,PV,SUN
Old Mill Solar,59374,OR,Electric utility non-cogen,PV,SUN
Old Pageland Monroe Road Solar Farm,60600,NC,Electric utility non-cogen,PV,SUN
Old Wardour Solar,61243,MA,Electric utility non-cogen,PV,SUN
Old Wire Farm,61094,NC,Electric utility non-cogen,PV,SUN
Olinda Trail Solar,63401,MN,Electric utility non-cogen,PV,SUN
OlivePV,59854,IN,Electric utility,PV,SUN
Oltmans SCE at Champagne,58581,CA,Electric utility non-cogen,PV,SUN
Oltmans SCE at Jurupa,58582,CA,Electric utility non-cogen,PV,SUN
One Ten Partners PV,61419,CA,Electric utility non-cogen,PV,SUN
Oneida - South,60455,NY,Electric utility non-cogen,PV,SUN
Oneida - West,60456,NY,Electric utility non-cogen,PV,SUN
Oneida County- DPW,60114,NY,Electric utility non-cogen,PV,SUN
Onondaga County - Metro Water Board,60097,NY,Electric utility non-cogen,PV,SUN
Onondaga County - Oak Orchard WWTP,60098,NY,Electric utility non-cogen,PV,SUN
Onondaga County- Clearwater,60462,NY,Electric utility non-cogen,PV,SUN
Onondaga County- Jamesville,60232,NY,Electric utility non-cogen,PV,SUN
Onset East Community Solar Facility,61163,MA,Electric utility non-cogen,PV,SUN
Onset West Community Solar Facility,61164,MA,Electric utility non-cogen,PV,SUN
Onyx - Allen Harim,61206,DE,Electric utility non-cogen,PV,SUN
Onyx - Brockton Thatcher Landfill Solar CSG,61727,MA,Electric utility non-cogen,PV,SUN
Onyx - Lamphear Road CSG,60967,NY,Electric utility non-cogen,PV,SUN
Onyx - Pembroke Landfill Solar,61726,MA,Electric utility non-cogen,PV,SUN
Onyx - Saratoga Springs Landfill Solar CSG,61724,NY,Electric utility non-cogen,PV,SUN
